<pixelCNNMADE.PixelCNNMADE object at 0x7fb875860710>
         Train  Validation
806   0.140078         NaN
807   0.140855         NaN
808   0.136230         NaN
809   0.130356         NaN
810   0.135791         NaN
811   0.138784         NaN
812   0.134380         NaN
813   0.140676         NaN
814   0.143952         NaN
815   0.134975         NaN
816   0.147362         NaN
817   0.135062         NaN
818   0.141893         NaN
819   0.150453         NaN
820   0.165362         NaN
821   0.128120         NaN
822   0.144965         NaN
823   0.148744         NaN
824   0.147347         NaN
825   0.131855         NaN
826   0.157759         NaN
827   0.176798         NaN
828   0.155969         NaN
829   0.152907         NaN
830   0.135419         NaN
831   0.155377         NaN
832   0.155627         NaN
833   0.154921         NaN
834   0.141343         NaN
835   0.135449         NaN
836   0.134428         NaN
837   0.140299         NaN
838   0.125735         NaN
839   0.126614         NaN
840   0.142082         NaN
841   0.128194         NaN
842   0.126298         NaN
843   0.123128         NaN
844   0.127964         NaN
845   0.125696         NaN
846   0.128146         NaN
847   0.124741         NaN
848   0.131876         NaN
849   0.121412         NaN
850   0.120644         NaN
851   0.117682         NaN
852   0.119546         NaN
853   0.117613         NaN
854   0.110176         NaN
855   0.129005         NaN
856   0.123244         NaN
857   0.119833         NaN
858   0.119396         NaN
859   0.118754         NaN
860   0.116564         NaN
861   0.117339         NaN
862   0.109567         NaN
863   0.119667         NaN
864   0.114998         NaN
865   0.113269         NaN
866   0.113288         NaN
867   0.119388         NaN
868   0.108800         NaN
869   0.110875         NaN
870   0.112854         NaN
871   0.113373         NaN
872   0.115820         NaN
873   0.107644         NaN
874   0.123204         NaN
875   0.120608         NaN
876   0.123352         NaN
877   0.121799         NaN
878   0.112214         NaN
879   0.113075         NaN
880   0.101122         NaN
881   0.105690         NaN
882   0.105646         NaN
883   0.101395         NaN
884   0.106245         NaN
885   0.105330         NaN
886   0.103554         NaN
887   0.098096         NaN
888   0.096262         NaN
889   0.102185         NaN
890   0.100401         NaN
891   0.106068         NaN
892   0.105466         NaN
893   0.112029         NaN
894   0.108773         NaN
895   0.118743         NaN
896   0.115102         NaN
897   0.107416         NaN
898   0.109494         NaN
899   0.107309         NaN
900   0.106404    0.103734
901   0.105549         NaN
902   0.101851         NaN
903   0.104008         NaN
904   0.114336         NaN
905   0.100906         NaN
906   0.103146         NaN
907   0.097507         NaN
908   0.099708         NaN
909   0.105663         NaN
910   0.101047         NaN
911   0.104800         NaN
912   0.105184         NaN
913   0.099810         NaN
914   0.096472         NaN
915   0.093924         NaN
916   0.097968         NaN
917   0.094064         NaN
918   0.109280         NaN
919   0.117131         NaN
920   0.096257         NaN
921   0.102871         NaN
922   0.097922         NaN
923   0.095074         NaN
924   0.093786         NaN
925   0.089993         NaN
926   0.093394         NaN
927   0.100096         NaN
928   0.092745         NaN
929   0.100102         NaN
930   0.099491         NaN
931   0.098166         NaN
932   0.096333         NaN
933   0.098024         NaN
934   0.095195         NaN
935   0.095122         NaN
936   0.096662         NaN
937   0.097142         NaN
938   0.093068         NaN
939   0.094223         NaN
940   0.102779         NaN
941   0.091879         NaN
942   0.100917         NaN
943   0.090606         NaN
944   0.098361         NaN
945   0.098159         NaN
946   0.093892         NaN
947   0.091513         NaN
948   0.090597         NaN
949   0.092092         NaN
950   0.097649         NaN
951   0.095332         NaN
952   0.101748         NaN
953   0.096958         NaN
954   0.092079         NaN
955   0.094980         NaN
956   0.090427         NaN
957   0.093156         NaN
958   0.088689         NaN
959   0.090959         NaN
960   0.091159         NaN
961   0.098630         NaN
962   0.091343         NaN
963   0.090784         NaN
964   0.087173         NaN
965   0.089936         NaN
966   0.087662         NaN
967   0.090945         NaN
968   0.087076         NaN
969   0.086936         NaN
970   0.084386         NaN
971   0.087170         NaN
972   0.087124         NaN
973   0.086915         NaN
974   0.089356         NaN
975   0.087954         NaN
976   0.091384         NaN
977   0.090459         NaN
978   0.093731         NaN
979   0.090902         NaN
980   0.089268         NaN
981   0.095257         NaN
982   0.086531         NaN
983   0.084756         NaN
984   0.085233         NaN
985   0.086994         NaN
986   0.084287         NaN
987   0.084635         NaN
988   0.083728         NaN
989   0.085619         NaN
990   0.083853         NaN
991   0.084423         NaN
992   0.082099         NaN
993   0.084022         NaN
994   0.085842         NaN
995   0.094897         NaN
996   0.094664         NaN
997   0.105435         NaN
998   0.104421         NaN
999   0.096535         NaN
1000  0.085493    0.086718
1001  0.083838         NaN
1002  0.090937         NaN
1003  0.091084         NaN
1004  0.090819         NaN
1005  0.090692         NaN
1006  0.090355         NaN
1007  0.086331         NaN
1008  0.093161         NaN
1009  0.090480         NaN
1010  0.088340         NaN
1011  0.094293         NaN
1012  0.082946         NaN
1013  0.094248         NaN
1014  0.090341         NaN
1015  0.084808         NaN
1016  0.087603         NaN
1017  0.088516         NaN
1018  0.083275         NaN
1019  0.091663         NaN
1020  0.088698         NaN
1021  0.087208         NaN
1022  0.090135         NaN
1023  0.082580         NaN
1024  0.082828         NaN
1025  0.084592         NaN
1026  0.082634         NaN
1027  0.083580         NaN
1028  0.082251         NaN
1029  0.079587         NaN
1030  0.082087         NaN
1031  0.086829         NaN
1032  0.081508         NaN
1033  0.083498         NaN
1034  0.083001         NaN
1035  0.080621         NaN
1036  0.084644         NaN
1037  0.080941         NaN
1038  0.081446         NaN
1039  0.080322         NaN
1040  0.077037         NaN
1041  0.079297         NaN
1042  0.079592         NaN
1043  0.082289         NaN
1044  0.084534         NaN
1045  0.080220         NaN
1046  0.081764         NaN
1047  0.081563         NaN
1048  0.081295         NaN
1049  0.077908         NaN
1050  0.082061         NaN
1051  0.080298         NaN
1052  0.081936         NaN
1053  0.078107         NaN
1054  0.078355         NaN
1055  0.076212         NaN
1056  0.079629         NaN
1057  0.083166         NaN
1058  0.082851         NaN
1059  0.083289         NaN
1060  0.081518         NaN
1061  0.079971         NaN
1062  0.083592         NaN
1063  0.080298         NaN
1064  0.083756         NaN
1065  0.084170         NaN
1066  0.083656         NaN
1067  0.081916         NaN
1068  0.076866         NaN
1069  0.077678         NaN
1070  0.079455         NaN
1071  0.078896         NaN
1072  0.083348         NaN
1073  0.082666         NaN
1074  0.084358         NaN
1075  0.083988         NaN
1076  0.083351         NaN
1077  0.083871         NaN
1078  0.079232         NaN
1079  0.079193         NaN
1080  0.081330         NaN
1081  0.085773         NaN
1082  0.083448         NaN
1083  0.077702         NaN
1084  0.080007         NaN
1085  0.079844         NaN
1086  0.080311         NaN
1087  0.077412         NaN
1088  0.081665         NaN
1089  0.081615         NaN
1090  0.080392         NaN
