         Train  Validation
878   7.483451         NaN
879   7.484591         NaN
880   7.484918         NaN
881   7.483487         NaN
882   7.489511         NaN
883   7.481929         NaN
884   7.479085         NaN
885   7.478594         NaN
886   7.482450         NaN
887   7.481385         NaN
888   7.483078         NaN
889   7.488034         NaN
890   7.485264         NaN
891   7.488155         NaN
892   7.479644         NaN
893   7.479125         NaN
894   7.476569         NaN
895   7.483200         NaN
896   7.484227         NaN
897   7.484364         NaN
898   7.483202         NaN
899   7.489524         NaN
900   7.481573    7.713374
901   7.479201         NaN
902   7.478059         NaN
903   7.482517         NaN
904   7.481497         NaN
905   7.482772         NaN
906   7.487598         NaN
907   7.484943         NaN
908   7.488046         NaN
909   7.479564         NaN
910   7.478973         NaN
911   7.476052         NaN
912   7.483135         NaN
913   7.484282         NaN
914   7.484240         NaN
915   7.483142         NaN
916   7.489234         NaN
917   7.481397         NaN
918   7.479549         NaN
919   7.477817         NaN
920   7.482059         NaN
921   7.481036         NaN
922   7.482686         NaN
923   7.487888         NaN
924   7.484489         NaN
925   7.487706         NaN
926   7.479640         NaN
927   7.479125         NaN
928   7.475980         NaN
929   7.482726         NaN
930   7.484242         NaN
931   7.484445         NaN
932   7.483518         NaN
933   7.488477         NaN
934   7.481439         NaN
935   7.479564         NaN
936   7.477869         NaN
937   7.481934         NaN
938   7.480709         NaN
939   7.482811         NaN
940   7.487815         NaN
941   7.484413         NaN
942   7.487459         NaN
943   7.479425         NaN
944   7.479049         NaN
945   7.476286         NaN
946   7.482415         NaN
947   7.483994         NaN
948   7.484252         NaN
949   7.483774         NaN
950   7.488391         NaN
951   7.481504         NaN
952   7.479150         NaN
953   7.477701         NaN
954   7.482102         NaN
955   7.480665         NaN
956   7.482680         NaN
957   7.487355         NaN
958   7.484590         NaN
959   7.487937         NaN
960   7.479073         NaN
961   7.478744         NaN
962   7.476039         NaN
963   7.482610         NaN
964   7.484272         NaN
965   7.484141         NaN
966   7.483299         NaN
967   7.488314         NaN
968   7.481620         NaN
969   7.478563         NaN
970   7.477570         NaN
971   7.481937         NaN
972   7.481111         NaN
973   7.482692         NaN
974   7.487198         NaN
975   7.484396         NaN
976   7.487935         NaN
977   7.479021         NaN
978   7.478531         NaN
979   7.475666         NaN
980   7.482343         NaN
981   7.484592         NaN
982   7.484144         NaN
983   7.482858         NaN
984   7.488093         NaN
985   7.481641         NaN
986   7.478516         NaN
987   7.477581         NaN
988   7.481685         NaN
989   7.480943         NaN
990   7.482611         NaN
991   7.487285         NaN
992   7.483983         NaN
993   7.487392         NaN
994   7.478956         NaN
995   7.478539         NaN
996   7.475265         NaN
997   7.482171         NaN
998   7.484529         NaN
999   7.484173         NaN
1000  7.482721    7.714932
1001  7.487957         NaN
1002  7.481318         NaN
1003  7.478538         NaN
1004  7.477660         NaN
1005  7.481181         NaN
1006  7.480373         NaN
1007  7.482410         NaN
1008  7.487312         NaN
