Name: PixelCNN
Factorised: True
Learning rate: 0.001

         Train  Validation
846   0.213646         NaN
847   0.209691         NaN
848   0.210947         NaN
849   0.207475         NaN
850   0.207613         NaN
851   0.205388         NaN
852   0.213761         NaN
853   0.208802         NaN
854   0.206904         NaN
855   0.204773         NaN
856   0.209568         NaN
857   0.199282         NaN
858   0.199400         NaN
859   0.205052         NaN
860   0.201775         NaN
861   0.199401         NaN
862   0.184428         NaN
863   0.199498         NaN
864   0.194432         NaN
865   0.196694         NaN
866   0.189684         NaN
867   0.208099         NaN
868   0.191154         NaN
869   0.196457         NaN
870   0.197051         NaN
871   0.197240         NaN
872   0.200698         NaN
873   0.193613         NaN
874   0.191825         NaN
875   0.197048         NaN
876   0.193900         NaN
877   0.188092         NaN
878   0.188687         NaN
879   0.195028         NaN
880   0.181454         NaN
881   0.194668         NaN
882   0.191844         NaN
883   0.194941         NaN
884   0.194344         NaN
885   0.190887         NaN
886   0.191000         NaN
887   0.184759         NaN
888   0.177242         NaN
889   0.188642         NaN
890   0.186381         NaN
891   0.188193         NaN
892   0.195970         NaN
893   0.198388         NaN
894   0.184385         NaN
895   0.208301         NaN
896   0.189775         NaN
897   0.187601         NaN
898   0.185824         NaN
899   0.191957         NaN
900   0.189958    0.186703
901   0.192977         NaN
902   0.184095         NaN
903   0.179556         NaN
904   0.190608         NaN
905   0.181337         NaN
906   0.185976         NaN
907   0.178704         NaN
908   0.184957         NaN
909   0.193960         NaN
910   0.187947         NaN
911   0.195690         NaN
912   0.195940         NaN
913   0.197719         NaN
914   0.189546         NaN
915   0.190780         NaN
916   0.180206         NaN
917   0.193655         NaN
918   0.192905         NaN
919   0.215297         NaN
920   0.205336         NaN
921   0.200448         NaN
922   0.191184         NaN
923   0.191996         NaN
924   0.188920         NaN
925   0.178470         NaN
926   0.186008         NaN
927   0.196597         NaN
928   0.180365         NaN
929   0.192100         NaN
930   0.184029         NaN
931   0.188058         NaN
932   0.186701         NaN
933   0.187470         NaN
934   0.182133         NaN
935   0.187133         NaN
936   0.184993         NaN
937   0.185598         NaN
938   0.181103         NaN
939   0.182234         NaN
940   0.191408         NaN
941   0.178378         NaN
942   0.182552         NaN
943   0.175489         NaN
944   0.181758         NaN
945   0.184665         NaN
946   0.185091         NaN
947   0.180400         NaN
948   0.175205         NaN
949   0.182496         NaN
950   0.177313         NaN
951   0.174044         NaN
952   0.186712         NaN
953   0.179631         NaN
954   0.176849         NaN
955   0.183722         NaN
956   0.178178         NaN
957   0.189131         NaN
958   0.172331         NaN
959   0.181824         NaN
960   0.177781         NaN
961   0.189812         NaN
962   0.180539         NaN
963   0.178947         NaN
964   0.175514         NaN
965   0.171978         NaN
966   0.174332         NaN
967   0.179202         NaN
968   0.175038         NaN
969   0.177134         NaN
970   0.163773         NaN
971   0.169480         NaN
972   0.176329         NaN
973   0.174147         NaN
974   0.177412         NaN
975   0.171510         NaN
976   0.172953         NaN
977   0.173780         NaN
978   0.178124         NaN
979   0.173752         NaN
980   0.175751         NaN
981   0.179886         NaN
982   0.177976         NaN
983   0.170175         NaN
984   0.170908         NaN
985   0.177697         NaN
986   0.169833         NaN
987   0.170392         NaN
988   0.165878         NaN
989   0.168564         NaN
990   0.167461         NaN
991   0.172286         NaN
992   0.165285         NaN
993   0.170628         NaN
994   0.174376         NaN
995   0.179426         NaN
996   0.174831         NaN
997   0.166488         NaN
998   0.175913         NaN
999   0.173379         NaN
1000  0.161699    0.168129
1001  0.165548         NaN
1002  0.167018         NaN
1003  0.167767         NaN
1004  0.167989         NaN
1005  0.169858         NaN
1006  0.170415         NaN
1007  0.163382         NaN
1008  0.169434         NaN
1009  0.167811         NaN
1010  0.167943         NaN
1011  0.177164         NaN
1012  0.159616         NaN
1013  0.175892         NaN
1014  0.176186         NaN
1015  0.163056         NaN
1016  0.167987         NaN
1017  0.172441         NaN
1018  0.163697         NaN
1019  0.176453         NaN
1020  0.177167         NaN
1021  0.169114         NaN
1022  0.175165         NaN
1023  0.171280         NaN
1024  0.170473         NaN
1025  0.169107         NaN
1026  0.176484         NaN
1027  0.167743         NaN
1028  0.162170         NaN
1029  0.165212         NaN
1030  0.171104         NaN
1031  0.173942         NaN
1032  0.165465         NaN
1033  0.167537         NaN
1034  0.167592         NaN
1035  0.159497         NaN
1036  0.167967         NaN
1037  0.164291         NaN
1038  0.166249         NaN
1039  0.165387         NaN
1040  0.158304         NaN
1041  0.159632         NaN
1042  0.169129         NaN
1043  0.161997         NaN
1044  0.169737         NaN
1045  0.163540         NaN
1046  0.170609         NaN
1047  0.165782         NaN
1048  0.165604         NaN
1049  0.163539         NaN
1050  0.172027         NaN
1051  0.169999         NaN
1052  0.170160         NaN
1053  0.165144         NaN
1054  0.164971         NaN
1055  0.159273         NaN
1056  0.159495         NaN
1057  0.169556         NaN
1058  0.166672         NaN
1059  0.172158         NaN
1060  0.165491         NaN
1061  0.165196         NaN
1062  0.166117         NaN
1063  0.164954         NaN
1064  0.168061         NaN
